MEET,MNAME,START,END,AGEUP,SINCE,COURSE,REMARKS,INDCHARGE,RELCHARGE,SURCHARGE,TYPE,SANCTION,MaxIndEnt,MaxRelEnt,MaxEnt,Location,RestrictBest,NonConform,EnforceQualifying,EnterAtQTime,MinAge,FacilityFee,TeamFee,Instructions,Altitude,EnforceSlowQtime,BanNoTimes,Lanes,EvenOrOdd,FastToSlow,Masters,ActiveFeeXMLSent,MinAge10AndUnder,SeedLanes,DeadLine,ActiveMeetID,OnlyPreEntered,CustIndCharge,CustRelCharge,CustSurCharge,CustIndAction,CustRelAction,CustSurAction,UseCustomFees,Addr,Addr2,City,State,ZIP,Cntry,OMEEntryStyle,SwimmerEntryDeadLine,SwimmerEntryOpen,AllowCustomTimes,ExportEntriesDate,LastSyncDate,FinalizeEntriesDate,UseSwimmersTeam,HonorInviteList,EntryTeam,EMailFrom,EMailSubject,EMailText,EntryEMailFrom,EntryEMailSubject,EntryEMailText,OMEBillDate,InviteEmailDate,CollectFeesOnline,OMEValidated,OMECustomTeam,OMEFilterTeam,OMENeedSync,License,OMENeedsSync,MeetSharingStatus,FileExportType,MeetRegistrationOpens,MeetRegistrationCloses,MeetSharingMeetID,MeetSharingPayStatus,MeetSharingResultDate,EV3Version
376,"Highland Invitational - Jan 05, 2019","01/05/19 00:00:00","01/05/19 00:00:00","01/05/19 00:00:00",,"YO",,0,0,0,,,2,3,4,"Fitch WARF",0,0,0,0,0,0,0,,0,0,0,,,0,0,0,0,,"01/03/19 00:00:00",,0,0,0,0,0,0,0,0,,,"Warrenton","VA","20110","USA",3,,,0,"01/03/19 00:00:00",,,1,0,0,,,,,,,,,0,0,0,0,0,,0,,,,,,,,
377,"TCS USA Times 2018","12/01/18 00:00:00","12/01/18 00:00:00",,,"Y",,0,0,0,,,,,,"USA Swim Meets",0,0,0,0,0,0,0,,0,0,0,,,0,0,0,0,,"12/01/18 00:00:00",,0,0,0,0,0,0,0,0,,,"Fairfax","VA","22306","USA",3,,,0,,,,1,0,0,,,,,,,,,0,0,0,0,0,,0,,,,,,,,
378,"TCS at Trinity Episcopal","12/14/18 00:00:00","12/14/18 00:00:00",,,"YO",,0,0,0,,,,,,"Trinity Episcopal School",0,0,0,0,0,0,0,,0,0,0,,,0,0,0,0,,"12/14/18 00:00:00",,0,0,0,0,0,0,0,0,,,"Richmond","VA","23231","USA",3,,,0,,,,1,0,0,,,,,,,,,0,0,0,0,0,,0,,,,,,,,
379,"2019 NoVa Catholic Invitational Championship","01/12/19 00:00:00","01/12/19 00:00:00","01/12/19 00:00:00",,"Y",,0,0,0,,,2,3,4,"Freedom Aquatic and Fitness Center",0,0,0,0,0,0,0,,0,0,0,,,0,0,0,0,,"01/12/19 00:00:00",,0,0,0,0,0,0,0,0,"9100 Freedom Center Blvd",,"Manassas","VA","20110","USA",3,,,0,"01/09/19 00:00:00",,,1,0,0,,,,,,,,,0,0,0,0,0,,0,,,,,,,,
380,"13th Annual VISAA Division II Invitational","02/02/19 00:00:00","02/02/19 00:00:00","02/02/19 00:00:00","11/01/15 00:00:00","Y",,0,0,0,,,2,3,4,"Freedom Aquatic and Fitness Center",0,0,0,0,0,0,0,,0,0,0,,,0,0,0,0,,"02/02/19 00:00:00",,0,0,0,0,0,0,0,0,"9100 Freedom Center Blvd",,"Manassas","VA","20110","USA",3,,,0,"01/27/19 00:00:00",,,1,0,0,,,,,,,,,0,0,0,0,0,,0,,,,,,,,
381,"12th Annual VISAA Junior Varsity Invitational","01/26/19 00:00:00","01/26/19 00:00:00","01/26/19 00:00:00",,"Y",,0,0,0,,,3,3,5,"Warrenton Aquatic and Recreation Facility",0,0,0,0,0,0,0,,0,0,0,,,0,0,0,0,,"01/26/19 00:00:00",,0,0,0,0,0,0,0,0,"PO Box 1247",,"Warrenton","VA","20186","USA",3,,,0,"01/25/19 00:00:00",,,1,0,0,,,,,,,,,0,0,0,0,0,,0,,,,,,,,
382,"National Catholic H.S. Championship 2019","01/19/19 00:00:00","01/20/19 00:00:00","01/19/19 00:00:00",,"Y",,,,,,,,,,"Mangione Aquatic Center",0,,0,0,,,,,0,0,0,,,0,0,0,,,,,0,,,,,,,0,,,,,,,,,,0,,,,0,0,,,,,,,,,,0,0,0,,0,,0,,,,,,,,
383,"2019 DAC Championship Meet-Mock Meet","02/09/19 00:00:00","02/09/19 00:00:00","02/09/19 00:00:00","11/01/18 00:00:00","Y",,0,0,0,,,2,3,4,"Warrenton Aquatic and Recreation Facility",0,0,0,0,0,0,0,,0,0,0,,,0,0,0,0,,"02/09/19 00:00:00",,0,0,0,0,0,0,0,0,"800 Waterloo Road",,"Warrenton","VA","22186","USA",3,,,0,"02/06/19 00:00:00",,,1,0,0,,,,,,,,,0,0,0,0,0,,0,,,,,,,,
384,"2019 VISAA Swimming & Diving Championship","02/15/19 00:00:00","02/16/19 00:00:00","08/01/18 00:00:00","11/01/18 00:00:00","Y",,6,30,5,,,2,3,4,"Jeff Rouse Swim and Sport Center",0,0,0,0,0,0,0,,0,0,0,,,0,0,0,0,,"02/10/19 00:00:00",,0,6,30,5,0,0,0,0,"1600 Mine Road",,"Stafford","VA","22554","USA",3,,,0,"02/10/19 00:00:00",,,1,0,0,,,,,,,,,0,0,0,0,0,,0,,,,,,,,
385,"DAC Times from Previous Meets","01/01/19 00:00:00","01/01/19 00:00:00",,,"Y",,0,0,0,,,,,,"Anywhere",0,0,0,0,0,0,0,,0,0,0,,,0,0,0,0,,"01/01/19 00:00:00",,0,0,0,0,0,0,0,0,,,"Manassas","VA","20110","USA",3,,,0,,,,1,0,0,,,,,,,,,0,0,0,0,0,,0,,,,,,,,
387,"Seton Winter Invitational-Jan19,19","01/19/19 00:00:00","01/19/19 00:00:00","01/19/19 00:00:00",,"Y",,0,0,0,,,,,,"Freedom Aquatic and Fitness Center",0,0,0,0,0,0,0,,0,0,0,,,0,0,0,0,,"01/19/19 00:00:00",,0,0,0,0,0,0,0,0,,,"Manassas","VA","20110","USA",3,,,0,,,,1,0,0,,,,,,,,,0,0,0,0,0,,0,,,,,,,,
388,"2019 DAC Championship Meet","02/09/19 00:00:00","02/09/19 00:00:00","02/09/19 00:00:00","11/01/18 00:00:00","Y",,0,0,0,,,2,3,4,"Warrenton Aquatic and Recreation Facility",0,0,0,0,0,0,0,,0,0,0,,,0,0,0,0,,"02/09/19 00:00:00",,0,0,0,0,0,0,0,0,"800 Waterloo Road",,"Warrenton","VA","22186","USA",3,,,0,"02/06/19 00:00:00",,,1,0,0,,,,,,,,,0,0,0,0,0,,0,,,,,,,,
389,"2000 VSIS State Championship","02/18/00 00:00:00","02/18/00 00:00:00",,,"Y",,0,0,0,,,,,,"University of Virginia",0,0,0,0,0,0,0,,0,0,0,,,0,0,0,0,,"02/18/00 00:00:00",,0,0,0,0,0,0,0,0,,,"Charlottesville","VA","20188","USA",3,,,0,,,,1,0,0,,,,,,,,,0,0,0,0,0,,0,,,,,,,,
390,"DAC Champs 1999","02/01/99 00:00:00","02/01/99 00:00:00",,,"Y",,0,0,0,,,,,,"QDD",0,0,0,0,0,0,0,,0,0,0,,,0,0,0,0,,"02/01/99 00:00:00",,0,0,0,0,0,0,0,0,,,"Manassas","VA","20188","USA",3,,,0,,,,1,0,0,,,,,,,,,0,0,0,0,0,,0,,,,,,,,
391,"2019 Time Trials","11/15/19 00:00:00","11/15/19 00:00:00","11/15/19 00:00:00",,"Y",,0,0,0,,,0,0,0,"Fitch WARF",0,0,0,0,0,0,0,,0,0,0,,,0,0,0,0,,"11/15/19 00:00:00",,0,0,0,0,0,0,0,0,,,"Warrenton","VA","20186","USA",3,,,0,"11/15/19 00:00:00",,,1,0,0,,,,,,,,,0,0,0,0,0,,0,,,,,,,,
392,"Seton Icebreaker Invitational","12/14/19 00:00:00","12/14/19 00:00:00","12/14/19 00:00:00",,"Y",,0,0,0,,,2,3,4,"Freedom Aquatic and Fitness Center",0,0,0,0,0,0,0,,0,0,0,,,0,0,0,0,,"12/14/19 00:00:00",,0,0,0,0,0,0,0,0,"10900 University Boulevard",,"Manassas","VA","20110","USA",3,,,0,"12/13/19 00:00:00",,,1,0,0,,,,,,,,,0,0,0,0,0,,0,,1,,,,,,
393,"STC Swim and Dive Invite #1","12/07/19 00:00:00","12/07/19 00:00:00","12/07/19 00:00:00",,"Y",,0,0,0,,,2,3,4,"St. Catherine's Kenny Center",0,0,0,0,0,0,0,,0,0,0,,,0,0,0,0,,"12/07/19 00:00:00",,0,0,0,0,0,0,0,0,"6001 Grove Avenue",,"Richmond","VA","23226","USA",3,,,0,"12/05/19 00:00:00",,,1,0,0,,,,,,,,,0,0,0,0,0,,0,,1,,,,,,
394,"Seton Homecoming Invitational","12/21/19 00:00:00","12/21/19 00:00:00","12/21/19 00:00:00",,"YO",,0,0,0,,,2,3,4,"Freedom Aquatic and Fitness Center",0,0,0,0,0,0,0,,0,0,0,,,0,0,0,0,,"12/21/19 00:00:00",,0,0,0,0,0,0,0,0,"10900 University Boulevard",,"Manassas","VA","20110","USA",3,,,0,"12/18/19 00:00:00",,,1,0,0,,,,,,,,,0,0,0,0,0,,0,,1,,,,,,
395,"2020 NoVa Catholic Invitational Championship","01/11/20 00:00:00","01/11/20 00:00:00","01/11/20 00:00:00",,"YO",,0,0,0,,,2,3,4,"Freedom Aquatic and Fitness Center",0,0,0,0,0,0,0,,0,0,0,,,0,0,0,0,,"01/10/20 00:00:00",,0,0,0,0,0,0,0,0,"9100 Freedom Center Blvd",,"Manassas","VA","20110","USA",3,,,0,"01/09/20 00:00:00",,,1,0,0,,,,,,,,,0,0,0,0,0,,0,,1,,,,,,
396,"Seton Winter Invitational","01/18/20 00:00:00","01/18/20 00:00:00","01/18/20 00:00:00",,"YO",,,,0,,,2,3,4,"Freedom Aquatic and Fitness Center",0,,0,0,0,0,0,,0,0,0,,,0,0,0,,,"01/16/20 00:00:00",,0,,,,,,,0,"10900 University Boulevard",,"Manassas","VA","20110","USA",3,,,0,"01/16/20 00:00:00",,,0,0,,,,,,,,,,0,0,0,,0,,0,,1,,,,,,
397,"13th Annual VISAA Junior Varsity Invitational","01/25/20 00:00:00","01/25/20 00:00:00","01/25/20 00:00:00",,"YO",,0,0,0,,,3,3,5,"Warrenton Aquatic and Recreation Facility",0,0,0,0,0,0,0,,0,0,0,,,0,0,0,0,,"01/25/20 00:00:00",,0,0,0,0,0,0,0,0,"PO Box 1247",,"Warrenton","VA","20186","USA",3,,,0,"01/21/20 00:00:00",,,1,0,0,,,,,,,,,0,0,0,0,0,,0,,1,,,,,,
398,"14th Annual VISAA Division II Invitational","02/01/20 00:00:00","02/01/20 00:00:00","02/01/20 00:00:00","11/01/19 00:00:00","YO",,0,0,0,,,2,3,4,"Freedom Aquatic and Fitness Center",0,0,0,0,0,0,0,,0,0,0,,,0,0,0,0,,"01/29/20 00:00:00",,0,0,0,0,0,0,0,0,"9100 Freedom Center Blvd",,"Manassas","VA","20110","USA",3,,,0,"01/27/20 00:00:00",,,1,0,0,,,,,,,,,0,0,0,0,0,,0,,1,,,,,,
400,"National Catholic H.S. Championship 2020","01/18/20 00:00:00","01/19/20 00:00:00","01/18/20 00:00:00","11/01/19 00:00:00","YL",,15,20,0,,,2,3,4,"Mangione Aquatic Center",0,0,0,0,0,0,0,,0,0,0,,,0,0,0,0,,"01/13/20 00:00:00",,0,15,20,0,0,0,0,0,"4901 N. Charles Street",,"Baltimore","MD","21210","USA",3,,,0,"01/14/20 00:00:00",,,1,0,0,,,,,,,,,0,0,0,0,0,,0,,1,,,,,,
401,"2020 VISAA Swimming & Diving Championship","02/14/20 00:00:00","02/15/20 00:00:00","08/01/19 00:00:00","11/01/19 00:00:00","Y",,6,30,5,,,2,3,4,"Christiansburg Aquatic Center",0,0,0,0,0,0,0,,0,0,1,,,0,0,0,0,,"02/09/20 00:00:00",,0,6,30,5,0,0,0,0,"595 North Franklin St.",,"Christiansburg","VA","24073","USA",3,,,0,"02/10/20 00:00:00",,,1,0,0,,,,,,,,,0,0,0,0,0,,0,,1,,,,,,
402,"Highland Invitational - Jan 04, 2020","01/04/20 00:00:00","01/04/20 00:00:00","01/04/20 00:00:00",,"YO",,0,0,0,,,2,3,4,"Fitch WARF",0,0,0,0,0,0,0,,0,0,0,,,0,0,0,0,,"01/02/20 00:00:00",,0,0,0,0,0,0,0,0,,,"Warrenton","VA","20110","USA",3,,,0,"01/02/20 00:00:00",,,1,0,0,,,,,,,,,0,0,0,0,0,,0,,1,,,,,,
403,"Christmas Time Trials","01/02/20 00:00:00","01/02/20 00:00:00",,,"Y",,0,0,0,,,,,,"Freedom Aquatic and Fitness Center",0,0,0,0,0,0,0,,0,0,0,,,0,0,0,0,,"01/02/20 00:00:00",,0,0,0,0,0,0,0,0,,,"Manassas","VA","20110","USA",3,,,0,,,,1,0,0,,,,,,,,,0,0,0,0,0,,0,,,,,,,,
404,"DAC Meter Times","01/20/20 00:00:00","01/20/20 00:00:00",,,"S",,0,0,0,,,,,,"Fredericksburg Academy",0,0,0,0,0,0,0,,0,0,0,,,0,0,0,0,,"01/20/20 00:00:00",,0,0,0,0,0,0,0,0,,,"Fredericksburg","VA","20000","USA",3,,,0,,,,1,0,0,,,,,,,,,0,0,0,0,0,,0,,,,,,,,
405,"DAC Yard Times","01/20/20 00:00:00","01/20/20 00:00:00",,,"Y",,0,0,0,,,,,,"Fredericksburg Academy",0,0,0,0,0,0,0,,0,0,0,,,0,0,0,0,,"01/20/20 00:00:00",,0,0,0,0,0,0,0,0,,,"Fredericksburg","VA","20000","USA",3,,,0,,,,1,0,0,,,,,,,,,0,0,0,0,0,,0,,,,,,,,
406,"2020 DAC Championship Meet","02/08/20 00:00:00","02/08/20 00:00:00","02/08/20 00:00:00","11/01/19 00:00:00","YO",,0,0,0,,,2,3,4,"Warrenton Aquatic and Recreation Facility",0,0,0,0,0,0,0,,0,0,0,,,0,0,0,0,,"02/03/20 00:00:00",,0,0,0,0,0,0,0,0,"800 Waterloo Road",,"Warrenton","VA","22186","USA",3,,,0,"02/05/20 00:00:00",,,1,0,0,,,,,,,,,0,0,0,0,0,,0,,1,,,,,,
408,"First Day of Practice 2020","11/03/20 00:00:00","11/03/20 00:00:00",,,"Y",,0,0,0,,,,,,"Freedom Center",0,0,0,0,0,0,0,,0,0,0,,,0,0,0,0,,"11/03/20 00:00:00",,0,0,0,0,0,0,0,0,,,"Manassas","VA","20110","USA",3,,,0,,,,1,0,0,,,,,,,,,0,0,0,0,0,,0,,,,,,,,
409,"Seton 2020 Time Trials","11/13/20 00:00:00","11/13/20 00:00:00","11/13/20 00:00:00",,"Y",,0,0,0,,,0,0,0,"Fitch WARF",0,0,0,0,0,0,0,,0,0,0,,,0,0,0,0,,"11/13/20 00:00:00",,0,0,0,0,0,0,0,0,"800 Waterloo Rd",,"Warrenton","VA","20186","USA",3,,,0,"11/12/20 00:00:00",,,1,0,0,,,,,,,,,0,0,0,0,0,,0,,1,,,,,,
412,"Seton Icebreaker Invitational","12/05/20 00:00:00","12/05/20 00:00:00","12/05/20 00:00:00",,"Y",,0,0,0,,,2,3,4,"Freedom Aquatic and Fitness Center",0,0,0,0,0,0,0,,0,0,0,,,0,0,0,0,,"12/05/20 00:00:00",,0,0,0,0,0,0,0,0,"10900 University Boulevard",,"Manassas","VA","20110","USA",3,,,0,"12/07/20 00:00:00",,,1,0,0,,,,,,,,,0,0,0,0,0,,0,,1,,,,,,
413,"Seton December Invitational","12/12/20 00:00:00","12/12/20 00:00:00","12/12/20 00:00:00",,"Y",,0,0,0,,,2,3,4,"Freedom Aquatic and Fitness Center",0,0,0,0,0,0,0,,0,0,0,,,0,0,0,0,,"12/12/20 00:00:00",,0,0,0,0,0,0,0,0,"10900 University Boulevard",,"Manassas","VA","20110","USA",3,,,0,"12/12/20 00:00:00",,,1,0,0,,,,,,,,,0,0,0,0,0,,0,,1,,,,,,
414,"Seton Homecoming Invitational","12/19/20 00:00:00","12/19/20 00:00:00","12/19/20 00:00:00",,"Y",,,,0,,,2,3,4,"Freedom Aquatic and Fitness Center",0,,0,0,0,0,0,,0,0,0,,,0,0,0,,,"12/19/20 00:00:00",,0,,,,,,,0,"10900 University Boulevard",,"Manassas","VA","20110","USA",3,,,0,"12/18/20 00:00:00",,,0,0,,,,,,,,,,0,0,0,,0,,0,,1,,,,,,
416,"Seton DAC Invitational","01/09/21 00:00:00","01/09/21 00:00:00","01/09/21 00:00:00",,"Y",,0,0,0,,,2,3,4,"Freedom Fitness and Aquatic Center",0,0,0,0,0,0,0,,0,0,0,,,0,0,0,0,,"01/07/21 00:00:00",,0,0,0,0,0,0,0,0,"10900 University Boulevard",,"Manassas","VA","20110","USA",3,,,0,"01/09/21 00:00:00",,,1,0,0,,,,,,,,,0,0,0,0,0,,0,,1,,,,,,
418,"2021 NoVa Catholic Invitational Championship","01/16/21 00:00:00","01/16/21 00:00:00","01/16/21 00:00:00",,"YO",,0,0,0,,,2,3,4,"Freedom Aquatic and Fitness Center",0,0,0,0,0,0,0,,0,0,0,,,0,0,0,0,,"01/16/21 00:00:00",,0,0,0,0,0,0,0,0,"9100 Freedom Center Blvd",,"Manassas","VA","20110","USA",3,,,0,"01/15/21 00:00:00",,,1,0,0,,,,,,,,,0,0,0,0,0,,0,,1,,,,,,
419,"Seton Winter Invitational","01/23/21 00:00:00","01/23/21 00:00:00","11/01/20 00:00:00",,"YO",,,,0,,,2,3,4,"Freedom Aquatic and Fitness Center",0,,0,0,0,0,0,,0,0,0,,,0,0,0,,,"01/21/21 00:00:00",,0,,,,,,,0,"10900 University Boulevard",,"Manassas","VA","20110","USA",3,,,0,"01/23/21 00:00:00",,,0,0,,,,,,,,,,0,0,0,,0,,0,,1,,,,,,
421,"15th Annual VISAA Division II Invitational","02/06/21 00:00:00","02/06/21 00:00:00","02/01/21 00:00:00","11/01/20 00:00:00","YO",,0,0,0,,,2,3,4,"Freedom Aquatic and Fitness Center",0,0,0,0,0,0,0,,0,0,0,,,0,0,0,0,,"02/04/21 00:00:00",,0,0,0,0,0,0,0,0,"9100 Freedom Center Blvd",,"Manassas","VA","20110","USA",3,,,0,"02/03/21 00:00:00",,,1,0,0,,,,,,,,,0,0,0,0,0,,0,,1,,,,,,
422,"2021 DAC Championship Meet","02/11/21 00:00:00","02/11/21 00:00:00","02/08/21 00:00:00","11/01/20 00:00:00","YO",,0,0,0,,,2,3,4,"Freedom Aquatic and Fitness Center",0,0,0,0,0,0,0,,0,0,0,,,0,0,0,0,,"02/09/21 00:00:00",,0,0,0,0,0,0,0,0,"10900 University Boulvebard",,"Manassas","VA","20110","USA",3,,,0,"02/08/21 00:00:00",,,1,0,0,,,,,,,,,0,0,0,0,0,,0,,1,,,,,,
423,"Time Trial at Practice","01/21/21 00:00:00","01/21/21 00:00:00",,,"Y",,0,0,0,,,,,,"Freedom Aquatic and Fitness Center",0,0,0,0,0,0,0,,0,0,0,,,0,0,0,0,,"01/21/21 00:00:00",,0,0,0,0,0,0,0,0,,,"Manassas","VA","20110","USA",3,,,0,,,,1,0,0,,,,,,,,,0,0,0,0,0,,0,,,,,,,,
424,"14th Annual VISAA Junior Varsity Invitational","01/30/21 00:00:00","01/30/21 00:00:00","01/30/21 00:00:00",,"YO",,,,0,,,3,4,5,"Freedom Aquatic and Fitness Center",0,,0,0,0,0,0,,0,0,0,,,0,0,0,,,"01/28/21 00:00:00",,0,,,,,,,0,"10900 University Boulevard",,"Manassas","VA","20111","USA",3,,,0,"01/29/21 00:00:00",,,0,0,,,,,,,,,,0,0,0,,0,,0,,1,,,,,,
425,"2021 DAC Championship Meet","02/12/21 00:00:00","02/15/21 00:00:00","02/08/21 00:00:00",,"Y",,,,,,,,,,"Warrenton Aquatic and Recreation Facility",0,,0,0,,,,,0,0,0,,,0,0,0,,,,,0,,,,,,,0,,,,,,,3,,,0,,,,0,0,,,,,,,,,,0,0,0,,0,,0,,,,,,,,
427,"2021 VISAA Swimming & Diving Championship","02/20/21 00:00:00","02/20/21 00:00:00","08/01/20 00:00:00","11/01/20 00:00:00","YS",,6,30,5,,,2,3,4,"Virtual Meet",0,0,0,0,0,0,0,,0,0,1,,,0,0,0,0,,"02/20/21 00:00:00",,0,6,30,5,0,0,0,0,,,"Virtual","VA","00000","USA",3,,,0,"02/20/21 00:00:00",,,1,0,0,,,,,,,,,0,0,0,0,0,,0,,1,,,,,,
428,"1st Day of Practice 2021","11/02/21 00:00:00","11/02/21 00:00:00",,,"Y",,0,0,0,,,,,,"Freedom Center",0,0,0,0,0,0,0,,0,0,0,,,0,0,0,0,,"11/02/21 00:00:00",,0,0,0,0,0,0,0,0,,,"Manassas","VA","20110","USA",3,,,0,,,,1,0,0,,,,,,,,,0,0,0,0,0,,0,,,,,,,,
429,"Seton 2021 Time Trials","11/12/21 00:00:00","11/12/21 00:00:00",,,"Y",,0,0,0,,,,,,"Fitch WARF",0,0,0,0,0,0,0,,0,0,0,,,0,0,0,0,,"11/12/21 00:00:00",,0,0,0,0,0,0,0,0,,,"Warrenton","VA","20186","USA",3,,,0,"11/12/21 00:00:00",,,1,0,0,,,,,,,,,0,0,0,0,0,,0,,1,,,,,,
430,"National Catholic H.S. Championship 2022","01/15/22 00:00:00","01/16/22 00:00:00","01/15/22 00:00:00","11/01/21 00:00:00","YL",,17,25,5,,,2,3,4,"Mangione Aquatic Center",0,0,0,0,0,0,0,,0,0,0,,,0,0,0,0,,"01/10/22 00:00:00",,0,17,25,5,0,0,0,0,"4901 N. Charles Street",,"Baltimore","MD","21210","USA",3,,,0,"01/10/22 00:00:00",,,1,0,0,,,,,,,,,0,0,0,0,0,,0,,1,,,,,,
431,"Seton Icebreaker Invitational","12/04/21 00:00:00","12/04/21 00:00:00","12/04/21 00:00:00",,"YO",,0,0,0,,,2,3,4,"Freedom Aquatic and Fitness Center",0,0,0,0,0,0,0,,0,0,0,,,0,0,0,0,,"12/04/21 00:00:00",,0,0,0,0,0,0,0,0,"10900 University Boulevard",,"Manassas","VA","20110","USA",3,,,0,"12/02/21 00:00:00",,,1,0,0,,,,,,,,,0,0,0,0,0,,0,,1,,,,,,
432,"Seton December Invitational","12/11/21 00:00:00","12/11/21 00:00:00","12/11/21 00:00:00",,"Y",,,,,,,,,,"Freedom Aquatic and Fitness Center",0,,0,0,,,,,0,0,0,,,0,0,0,,,,,0,,,,,,,0,,,,,,,3,,,0,,,,0,0,,,,,,,,,,0,0,0,,0,,0,,,,,,,,
433,"2022 VISAA Swimming & Diving Championship","02/18/22 00:00:00","02/19/22 00:00:00",,"11/01/21 00:00:00","Y",,0,0,0,,,,,,"Claude Moore Recreation Facility",0,0,0,0,0,0,0,,0,0,0,,,0,0,0,0,,"12/11/21 00:00:00",,0,0,0,0,0,0,0,0,,,"Sterling","VA","00000","USA",3,,,0,"02/13/22 00:00:00",,,1,0,0,,,,,,,,,0,0,0,0,0,,0,,1,,,,,,
434,"Seton Homecoming Invitational","12/18/21 00:00:00","12/18/21 00:00:00","12/18/21 00:00:00",,"YO",,,,0,,,2,3,4,"Freedom Aquatic and Fitness Center",0,,0,0,0,0,0,,0,0,0,,,0,0,0,,,"12/18/21 00:00:00",,0,,,,,,,0,"10900 University Boulevard",,"Manassas","VA","20110","USA",3,,,0,"12/18/21 00:00:00",,,0,0,,,,,,,,,,0,0,0,,0,,0,,1,,,,,,
435,"VCAC Invitational","01/08/22 00:00:00","01/08/22 00:00:00","01/08/22 00:00:00","08/01/20 00:00:00","YO",,,,0,,,2,3,4,"Freedom Fitness and Aquatic Center",0,,0,0,0,0,0,,0,0,0,,,0,0,0,,,"01/06/22 00:00:00",,0,,,,,,,0,"10900 University Boulevard",,"Manassas","VA","20110","USA",3,,,0,"01/08/22 00:00:00",,,0,0,,,,,,,,,,0,0,0,,0,,0,,1,,,,,,
436,"Seton Winter Invitational","01/15/22 00:00:00","01/15/22 00:00:00","11/01/20 00:00:00",,"YO",,0,0,0,,,2,3,4,"Freedom Aquatic and Fitness Center",0,0,0,0,0,0,0,,0,0,0,,,0,0,0,0,,"01/13/22 00:00:00",,0,0,0,0,0,0,0,0,"10900 University Boulevard",,"Manassas","VA","20110","USA",3,,,0,"01/14/22 00:00:00",,,1,0,0,,,,,,,,,0,0,0,0,0,,0,,1,,,,,,
437,"2022 NoVa Catholic Invitational Championship","01/22/22 00:00:00","01/22/22 00:00:00","11/01/21 00:00:00","11/01/20 00:00:00","YO",,,,0,,,2,3,4,"Freedom Aquatic and Fitness Center",0,,0,0,0,0,0,,0,0,0,,,0,0,0,,,"01/22/22 00:00:00",,0,,,,,,,0,"9100 Freedom Center Blvd",,"Manassas","VA","20110","USA",3,,,0,"01/22/22 00:00:00",,,0,0,,,,,,,,,,0,0,0,,0,,0,,1,,,,,,
438,"15th Annual VISAA Junior Varsity Invitational","01/29/22 00:00:00","01/29/22 00:00:00","01/29/22 00:00:00",,"YO",,0,0,0,,,3,4,5,"Freedom Aquatic and Fitness Center",0,0,0,0,0,0,0,,0,0,0,,,0,0,0,0,,"01/27/22 00:00:00",,0,0,0,0,0,0,0,0,"10900 University Boulevard",,"Manassas","VA","20111","USA",3,,,0,"01/25/22 00:00:00",,,1,0,0,,,,,,,,,0,0,0,0,0,,0,,1,,,,,,
439,"16th Annual VISAA Division II Invitational","02/05/22 00:00:00","02/05/22 00:00:00","02/01/22 00:00:00","11/01/20 00:00:00","YO",,,,0,,,2,3,4,"Freedom Aquatic and Fitness Center",0,,0,0,0,0,0,,0,0,0,,,0,0,0,,,"02/04/22 00:00:00",,0,,,,,,,0,"9100 Freedom Center Blvd",,"Manassas","VA","20110","USA",3,,,0,"01/31/22 00:00:00",,,0,0,,,,,,,,,,0,0,0,,0,,0,,1,,,,,,
440,"2022 VCAC Championship Meet","02/11/22 00:00:00","02/11/22 00:00:00","02/08/22 00:00:00","11/01/20 00:00:00","YO",,,,0,,,2,3,4,"Warrenton Aquatic and Recreation Facility",0,,0,0,0,0,0,,0,0,0,,,0,0,0,,,"02/08/22 00:00:00",,0,,,,,,,0,"800 Waterloo Rd, Warrenton, VA",,"Warrenton","VA","20186","USA",3,,,0,"02/11/22 00:00:00",,,0,0,,,,,,,,,,0,0,0,,0,,0,,1,,,,,,
441,"2022 VCAC Championship Meet","02/12/22 00:00:00","02/12/22 00:00:00","02/08/22 00:00:00",,"Y",,,,,,,,,,"Warrenton Aquatic and Recreation Facility",0,,0,0,,,,,0,0,0,,,0,0,0,,,,,0,,,,,,,0,,,,,,,3,,,0,,,,0,0,,,,,,,,,,0,0,0,,0,,0,,,,,,,,
442,"1st Day of Practice 2022","11/08/22 00:00:00","11/08/22 00:00:00",,,"Y",,0,0,0,,,,,,"Freedom Center",0,0,0,0,0,0,0,,0,0,0,,,0,0,0,0,,"11/08/22 00:00:00",,0,0,0,0,0,0,0,0,,,"Manassas","VA","20110","USA",3,,,0,,,,1,0,0,,,,,,,,,0,0,0,0,0,,0,,,,,,,,
443,"National Catholic H.S. Championship 2023","01/14/23 00:00:00","01/15/23 00:00:00","01/14/23 00:00:00","11/01/22 00:00:00","YL",,20,30,7.5,,,2,3,4,"Mangione Aquatic Center",0,0,0,0,0,0,0,,0,0,0,,,0,0,0,0,,"01/09/23 00:00:00",,0,20,30,7.5,0,0,0,0,"4901 N. Charles Street",,"Baltimore","MD","21210","USA",3,,,0,"01/09/23 00:00:00",,,1,0,0,,,,,,,,,0,0,0,0,0,,0,,1,,,,,,
444,"Summer Swimming Times","10/31/22 00:00:00","10/31/22 00:00:00",,,"SO",,0,0,0,,,,,,"Various Summer Pools",0,0,0,0,0,0,0,,0,0,0,,,0,0,0,0,,"10/31/22 00:00:00",,0,0,0,0,0,0,0,0,,,"Manassas","VA","20110","USA",3,,,0,,,,1,0,0,,,,,,,,,0,0,0,0,0,,0,,,,,,,,
