MEET,MNAME,START,END,AGEUP,SINCE,COURSE,REMARKS,INDCHARGE,RELCHARGE,SURCHARGE,TYPE,SANCTION,MaxIndEnt,MaxRelEnt,MaxEnt,Location,RestrictBest,NonConform,EnforceQualifying,EnterAtQTime,MinAge,FacilityFee,TeamFee,Instructions,Altitude,EnforceSlowQtime,BanNoTimes,Lanes,EvenOrOdd,FastToSlow,Masters,ActiveFeeXMLSent,MinAge10AndUnder,SeedLanes,DeadLine,ActiveMeetID,OnlyPreEntered,CustIndCharge,CustRelCharge,CustSurCharge,CustIndAction,CustRelAction,CustSurAction,UseCustomFees,Addr,Addr2,City,State,ZIP,Cntry,OMEEntryStyle,SwimmerEntryDeadLine,SwimmerEntryOpen,AllowCustomTimes,ExportEntriesDate,LastSyncDate,FinalizeEntriesDate,UseSwimmersTeam,HonorInviteList,EntryTeam,EMailFrom,EMailSubject,EMailText,EntryEMailFrom,EntryEMailSubject,EntryEMailText,OMEBillDate,InviteEmailDate,CollectFeesOnline,OMEValidated,OMECustomTeam,OMEFilterTeam,OMENeedSync,License,OMENeedsSync,MeetSharingStatus,FileExportType,MeetRegistrationOpens,MeetRegistrationCloses,MeetSharingMeetID,MeetSharingPayStatus,MeetSharingResultDate,EV3Version
109,"2005 VSIS State Championship","02/18/05 00:00:00","02/19/05 00:00:00",,,"Y",,0,0,0,,,0,0,0,"Hargrave Military Academy, Chatham, VA",0,0,0,0,0,,,,,0,0,,,0,0,0,,,,,0,,,,,,,0,,,,,,,,,,0,,,,0,0,,,,,,,,,,0,0,0,,0,,0,,,,,,,,
110,"ECS Entries-2005 VSIS State Championships","02/18/05 00:00:00","02/19/05 00:00:00",,,"Y",,0,0,0,,,0,0,0,"Hargrave Military Academy",0,0,0,0,0,,,,,0,0,,,0,0,0,,,,,0,,,,,,,0,,,,,,,,,,0,,,,0,0,,,,,,,,,,0,0,0,,0,,0,,,,,,,,
113,"SST vs Bishop Ireton","11/18/05 00:00:00",,,,"Y",,0,0,0,,,0,0,0,"Freedom Aquatic and Fitness Center",0,0,0,0,0,,,,,0,0,,,0,0,0,,,,,0,,,,,,,0,,,,,,,,,,0,,,,0,0,,,,,,,,,,0,0,0,,0,,0,,,,,,,,
173,"2008 Time Trials","11/21/08 00:00:00","11/21/08 00:00:00","11/21/08 00:00:00",,"Y",,0,0,0,,,0,0,0,"Warrenton Aquatic and Recreation Facility",0,0,0,0,0,0,0,,0,0,0,,,0,0,0,,,,,0,,,,,,,0,,,,,,,,,,0,,,,0,0,,,,,,,,,,0,0,0,,0,,0,,,,,,,,
175,"SST vs BDHS,FA,Wake,High,QHMS","12/06/08 00:00:00","12/06/08 00:00:00",,,"Y",,0,0,0,,,,,,"Freedom Aquatic and Fitness Center",0,0,0,0,0,0,0,,0,0,0,,,0,0,0,,,,,0,,,,,,,0,,,,,,,,,,0,,,,0,0,,,,,,,,,,0,0,0,,0,,0,,,,,,,,
176,"SST vs DAC, Heights, NDA-Dec13,08","12/13/08 00:00:00","12/13/08 00:00:00",,,"Y",,0,0,0,,,,,,"Warrenton Aquatic and Fitness Center",0,0,0,0,0,0,0,,0,0,0,,,0,0,0,,,,,0,,,,,,,0,,,,,,,,,,0,,,,0,0,,,,,,,,,,0,0,0,,0,,0,,,,,,,,
178,"Seton Homecoming vs COOL, PVI, Wake and JPtG","12/20/08 00:00:00","12/20/08 00:00:00",,,"Y",,0,0,0,,,,,,"Freedom Aquatic and Fitness Center",0,0,0,0,0,0,0,,0,0,0,,,0,0,0,,,,,0,,,,,,,0,,,,,,,,,,0,,,,0,0,,,,,,,,,,0,0,0,,0,,0,,,,,,,,
179,"2009 National Catholic HS Championships","01/31/09 00:00:00","02/01/09 00:00:00",,,"Y",,0,0,0,"HS",,,,,"Villanova University",0,0,0,0,0,0,0,,0,0,0,,,0,0,0,,,,,0,,,,,,,0,,,,,,,,,,0,,,,0,0,,,,,,,,,,0,0,0,,0,,0,,,,,,,,
181,"SST vs StC, Woodberry, BI, SBHS-Jan3,09","01/03/09 00:00:00","01/03/09 00:00:00",,,"Y",,0,0,0,,,,,,"Freedom Aquatic and Fitness Center",0,0,0,0,0,0,0,,0,0,0,,,0,0,0,,,,,0,,,,,,,0,,,,,,,,,,0,,,,0,0,,,,,,,,,,0,0,0,,0,,0,,,,,,,,
182,"SST vs WFS, TES, DAC, JPtG-Jan10,09","01/10/09 00:00:00","01/10/09 00:00:00",,,"Y",,0,0,0,,,,,,"Freedom Aquatic and Fitness Center",0,0,0,0,0,0,0,,0,0,0,,,0,0,0,,,,,0,,,,,,,0,,,,,,,,,,0,,,,0,0,,,,,,,,,,0,0,0,,0,,0,,,,,,,,
184,"SST--InvitationalMeet-Jan31-09","01/31/09 00:00:00","01/31/09 00:00:00","01/31/09 00:00:00",,"Y",,0,0,0,,,2,3,4,"Freedom Center",0,0,0,0,0,0,0,,0,0,0,,,0,0,0,,,,,0,,,,,,,0,,,,,,,,,,0,,,,0,0,,,,,,,,,,0,0,0,,0,,0,,,,,,,,
185,"SST-JV-InvitationalMeet-Jan24-09","01/24/09 00:00:00","01/24/09 00:00:00","01/24/09 00:00:00",,"Y",,0,0,0,,,3,3,5,"WARF",0,0,0,0,0,0,0,,0,0,0,,,0,0,0,,,,,0,,,,,,,0,,,,,,,,,,0,,,,0,0,,,,,,,,,,0,0,0,,0,,0,,,,,,,,
189,"2009 VSIS Swimming & Diving Championships","02/13/09 00:00:00","02/14/09 00:00:00","02/13/09 00:00:00",,"Y",,,,0,,,2,3,4,"Freedom Aquatic and Fitness Center",0,,0,0,0,0,0,,0,0,0,,,0,0,0,,,,,0,,,,,,,0,,,,,,,,,,0,,,,0,0,,,,,,,,,,0,0,0,,0,,0,,,,,,,,
190,"SST @ FCS","01/17/09 00:00:00","01/17/09 00:00:00",,,"Y",,0,0,0,"HS",,2,3,4,"Regency Park Sports Complex",0,0,0,0,0,0,0,,0,0,0,,,0,0,0,,,,,0,,,,,,,0,,,,,,,,,,0,,,,0,0,,,,,,,,,,0,0,0,,0,,0,,,,,,,,
192,"2009 DAC Champs","02/07/09 00:00:00","02/07/09 00:00:00","02/07/09 00:00:00",,"S",,0,0,0,,,2,0,4,"Fredericksburg Academy Sport Center",0,0,0,0,0,0,0,,0,0,0,,,0,0,0,,,,,0,,,,,,,0,,,,,,,,,,0,,,,0,0,,,,,,,,,,0,0,0,,0,,0,,,,,,,,
195,"2009 Time Trials","11/20/09 00:00:00","11/20/09 00:00:00","11/20/09 00:00:00",,"Y",,0,0,0,,,0,0,0,"Warrenton Aquatic and Recreation Facility",0,0,0,0,0,0,0,,0,0,0,,,0,0,0,,,,,0,,,,,,,0,,,,,,,,,,0,,,,0,0,,,,,,,,,,0,0,0,,0,,0,,,,,,,,
197,"SSTvBHS,BI,FA,WAKE,QMHS,HIGH 12-05-09","12/05/09 00:00:00","12/05/09 00:00:00","12/05/09 00:00:00",,"Y",,,,0,,,0,0,0,"Freedom Center",0,,0,0,0,0,0,,0,0,0,,,0,0,0,,,,,0,,,,,,,0,,,,,,,,,,0,,,,0,0,,,,,,,,,,0,0,0,,0,,0,,,,,,,,
198,"SSTvWAKE-HIGH-QMHS-RCS-NDA12-12-09","12/12/09 00:00:00","12/12/09 00:00:00","12/12/09 00:00:00",,"Y",,,,0,,,0,0,0,"Freedom Center",0,,0,0,0,0,0,,0,0,0,,,0,0,0,,,,,0,,,,,,,0,,,,,,,,,,0,,,,0,0,,,,,,,,,,0,0,0,,0,,0,,,,,,,,
199,"SSTHomecomingvCOOL-TES-PVI-FHS-NDA-HGTS-JPG12","12/19/09 00:00:00","12/19/09 00:00:00","12/19/09 00:00:00",,"Y",,,,0,,,0,0,0,"Freedom Center",0,,0,0,0,0,0,,0,0,0,,,0,0,0,,,,,0,,,,,,,0,,,,,,,,,,0,,,,0,0,,,,,,,,,,0,0,0,,0,,0,,,,,,,,
200,"SSTvNSA-FHS-FCS-QMHS-JPG1-9-10","01/09/10 00:00:00","01/09/10 00:00:00","01/09/10 00:00:00",,"Y",,,,0,,,0,0,0,"Freedom Center",0,,0,0,0,0,0,,0,0,0,,,0,0,0,,,,,0,,,,,,,0,,,,,,,,,,0,,,,0,0,,,,,,,,,,0,0,0,,0,,0,,,,,,,,
202,"2010 National Catholic HS Champs","01/30/10 00:00:00","01/31/10 00:00:00",,,"Y",,0,0,0,,,,,,"Villanova University",0,0,0,0,0,0,0,,0,0,0,,,0,0,0,,,,,0,,,,,,,0,,,,,,,,,,0,,,,0,0,,,,,,,,,,0,0,0,,0,,0,,,,,,,,
204,"Woodberry - Collegiate '09","12/08/09 00:00:00","12/08/09 00:00:00","12/08/09 00:00:00",,"Y",,,,,,,,,,"Woodberry Forest",0,,0,0,,,,,0,0,0,,,0,0,0,,,,,0,,,,,,,0,,,,,,,,,,0,,,,0,0,,,,,,,,,,0,0,0,,0,,0,,,,,,,,
205,"SST Swim Meet 1-16-10","01/16/10 00:00:00","01/16/10 00:00:00","01/16/10 00:00:00",,"Y",,,,0,,,0,0,0,"Freedom Center",0,,0,0,0,0,0,,0,0,0,,,0,0,0,,,,,0,,,,,,,0,,,,,,,,,,0,,,,0,0,,,,,,,,,,0,0,0,,0,,0,,,,,,,,
206,"SST-2919 InvitationalMeet-Feb06-10","02/06/10 00:00:00","02/06/10 00:00:00","02/06/10 00:00:00",,"Y",,,,0,,,2,3,4,"Freedom Center",0,,0,0,0,0,0,,0,0,0,,,0,0,0,,,,,0,,,,,,,0,,,,,,,,,,0,,,,0,0,,,,,,,,,,0,0,0,,0,,0,,,,,,,,
207,"SST @ Woodberry-Jan 23, 2010","01/23/10 00:00:00","01/23/10 00:00:00",,,"Y",,0,0,0,,,,,,"Woodberry Forest School",0,0,0,0,0,0,0,,0,0,0,,,0,0,0,,,,,0,,,,,,,0,,,,,,,,,,0,,,,0,0,,,,,,,,,,0,0,0,,0,,0,,,,,,,,
208,"SST-2010 JV-InvitationalMeet-Jan23-10","01/23/10 00:00:00","01/23/10 00:00:00","01/23/10 00:00:00",,"Y",,,,0,,,0,0,0,"WARF",0,,0,0,0,0,0,,0,0,0,,,0,0,0,,,,,0,,,,,,,0,,,,,,,,,,0,,,,0,0,,,,,,,,,,0,0,0,,0,,0,,,,,,,,
209,"2010 DAC Championship","02/13/10 00:00:00","02/13/10 00:00:00","02/13/10 00:00:00",,"S",,0,0,0,,,2,3,4,"Fredericksburg Academy Sport Center",0,0,0,0,0,0,0,,0,0,0,,,0,0,0,,,,,0,,,,,,,0,,,,,,,,,,0,,,,0,0,,,,,,,,,,0,0,0,,0,,0,,,,,,,,
212,"2010 VSIS Swimming & Diving Championships","02/19/10 00:00:00","02/20/10 00:00:00","02/19/10 00:00:00",,"Y",,,,0,,,2,3,4,"Freedom Aquatic and Fitness Center",0,,0,0,0,0,0,,0,0,0,,,0,0,0,,,,,0,,,,,,,0,,,,,,,,,,0,,,,0,0,,,,,,,,,,0,0,0,,0,,0,,,,,,,,
214,"2010 Time Trials","11/19/10 00:00:00","11/19/10 00:00:00","11/19/10 00:00:00",,"YO",,0,0,0,,,0,0,0,"WARF",0,0,0,0,0,0,0,,0,0,0,,,0,0,0,,,,,0,,,,,,,0,,,,,,,,,,0,,,,0,0,,,,,,,,,,0,0,0,,0,,0,,,,,,,,
216,"SST vs NA, TES, JPtG, Highland-Dec4,10","12/04/10 00:00:00","12/04/10 00:00:00",,,"Y",,0,0,0,"HS",,,,,"Freedom Fitness and Aquatic Center",0,0,0,0,0,0,0,,0,0,0,,,0,0,0,,,,,0,,,,,,,0,,,,,,,,,,0,,,,0,0,,,,,,,,,,0,0,0,,0,,0,,,,,,,,
217,"SST Swim Meet 12-11-10","12/11/10 00:00:00","12/11/10 00:00:00","12/11/10 00:00:00",,"YO",,0,0,0,,,0,0,0,"Freedom Center",0,0,0,0,0,0,0,,0,0,0,,,0,0,0,,,,,0,,,,,,,0,,,,,,,,,,0,,,,0,0,,,,,,,,,,0,0,0,,0,,0,,,,,,,,
219,"2011 VSIS Swimming & Diving Championships","02/18/11 00:00:00","02/19/11 00:00:00",,,"Y",,0,0,0,,,,,,"Christiansburg Aquatic Center",0,0,0,0,0,0,0,,0,0,0,,,0,0,0,,,,,0,,,,,,,0,,,,,,,,,,0,,,,0,0,,,,,,,,,,0,0,0,,0,,0,,,,,,,,
220,"2011 National Catholic HS Champs","01/29/11 00:00:00","01/30/11 00:00:00",,,"Y",,0,0,0,,,,,,"Villanova University",0,0,1,0,0,0,0,,0,0,0,,,0,0,0,,,,,0,,,,,,,0,,,,,,,,,,0,,,,0,0,,,,,,,,,,0,0,0,,0,,0,,,,,,,,
221,"SST Homecoming Swim Meet 12-18-10","12/18/10 00:00:00","12/18/10 00:00:00","12/18/10 00:00:00",,"YO",,,,0,,,0,0,0,"Freedom Center",0,,0,0,0,0,0,,0,0,0,,,0,0,0,,,,,0,,,,,,,0,,,,,,,,,,0,,,,0,0,,,,,,,,,,0,0,0,,0,,0,,,,,,,,
222,"2010 No.Va. Catholic Invitational","01/08/11 00:00:00","01/08/11 00:00:00","01/08/11 00:00:00",,"YO",,0,0,0,,,0,0,0,"Freedom Center",0,0,0,0,0,0,0,,0,0,0,,,0,0,0,,,,,0,,,,,,,0,,,,,,,,,,0,,,,0,0,,,,,,,,,,0,0,0,,0,,0,,,,,,,,
223,"DAC Conference Meet @ St. Michael-Jan15,11","01/15/11 00:00:00","01/15/11 00:00:00",,,"Y",,0,0,0,,,,,,"St. Michael the Archangel",0,0,0,0,0,0,0,,0,0,0,,,0,0,0,,,,,0,,,,,,,0,,,,,,,,,,0,,,,0,0,,,,,,,,,,0,0,0,,0,,0,,,,,,,,
224,"SST-2011 JV-InvitationalMeet-Jan22-11","01/22/11 00:00:00","01/22/11 00:00:00","01/22/11 00:00:00",,"YO",,,,0,,,0,0,0,"WARF",0,,0,0,0,0,0,,0,0,0,,,0,0,0,,,,,0,,,,,,,0,,,,,,,,,,0,,,,0,0,,,,,,,,,,0,0,0,,0,,0,,,,,,,,
227,"SST-2011 Varsity-Meet-Jan22-11","01/22/11 00:00:00","01/22/11 00:00:00","01/22/11 00:00:00",,"YO",,,,0,,,0,0,0,"WARF",0,,0,0,0,0,0,,0,0,0,,,0,0,0,,,,,0,,,,,,,0,,,,,,,,,,0,,,,0,0,,,,,,,,,,0,0,0,,0,,0,,,,,,,,
228,"2011 DAC Championship Meet","02/12/11 00:00:00","02/12/11 00:00:00","02/12/11 00:00:00",,"YO",,0,0,0,,,2,3,4,"St. Michael the Archangel",0,0,0,0,0,0,0,,0,0,0,,,0,0,0,,,,,0,,,,,,,0,,,,,,,,,,0,,,,0,0,,,,,,,,,,0,0,0,,0,,0,,,,,,,,
229,"2011 VSIS Division II Invitational","02/05/11 00:00:00","02/05/11 00:00:00","02/05/11 00:00:00",,"YO",,0,0,0,,,0,0,0,"Freedom Center",0,0,0,0,0,0,0,,0,0,0,,,0,0,0,,,,,0,,,,,,,0,,,,,,,,,,0,,,,0,0,,,,,,,,,,0,0,0,,0,,0,,,,,,,,
231,"2011 Time Trials","11/18/11 00:00:00","11/18/11 00:00:00","11/18/11 00:00:00",,"YO",,,,0,,,0,0,0,"WARF",0,,0,0,0,0,0,,0,0,0,,,0,0,0,,,"11/18/11 00:00:00",,0,,,,,,,0,,,,,,,,,,0,,,,0,0,,,,,,,,,,0,0,0,,0,,0,,,,,,,,
233,"Seton Icebreaker Invitational","12/03/11 00:00:00","12/03/11 00:00:00",,,"Y",,0,0,0,"HS",,,,,"Freedom Aquatic and Fitness Center",0,0,0,0,0,0,0,,0,0,0,,,0,0,0,0,,,,0,,,,,,,0,,,,,,,,,,0,,,,0,0,,,,,,,,,,0,0,0,,0,,0,,,,,,,,
235,"SST Swim Meet 12-10-11","12/10/11 00:00:00","12/10/11 00:00:00","12/10/11 00:00:00",,"YO",,,,0,,,0,0,0,"Freedom Center",0,,0,0,0,0,0,,0,0,0,,,0,0,0,,,"12/10/11 00:00:00",,0,,,,,,,0,,,,,,,,,,0,,,,0,0,,,,,,,,,,0,0,0,,0,,0,,,,,,,,
236,"SST Swim Meet 12-17-11","12/17/11 00:00:00","12/17/11 00:00:00","12/17/11 00:00:00",,"YO",,,,0,,,0,0,0,"Freedom Center",0,,0,0,0,0,0,,0,0,0,,,0,0,0,,,"12/17/11 00:00:00",,0,,,,,,,0,,,,,,,,,,0,,,,0,0,,,,,,,,,,0,0,0,,0,,0,,,,,,,,
238,"2012 National Catholic HS Champs","01/28/12 00:00:00","01/29/12 00:00:00",,,"Y",,0,0,0,,,,,,,0,0,0,0,0,0,0,,0,0,0,,,0,0,0,0,,,,0,,,,,,,0,,,,,,,,,,0,,,,0,0,,,,,,,,,,0,0,0,,0,,0,,,,,,,,
239,"SST-2012 JV-InvitationalMeet-Jan21-12","01/21/12 00:00:00","01/21/12 00:00:00","01/21/12 00:00:00",,"YO",,0,0,0,,,3,3,5,"WARF",0,0,0,0,0,0,0,,0,0,0,,,0,0,0,0,,"01/21/12 00:00:00",,0,,,,,,,0,,,,,,,,,,0,,,,0,0,,,,,,,,,,0,0,0,,0,,0,,,,,,,,
240,"2012 VSIS Division II Invitational","02/04/12 00:00:00","02/04/12 00:00:00","02/04/12 00:00:00",,"Y",,0,0,0,,,0,0,0,"Freedom Center",0,0,0,0,0,0,0,,0,0,0,,,0,0,0,0,,"02/04/12 00:00:00",,0,,,,,,,0,,,,,,,,,,0,,,,0,0,,,,,,,,,,0,0,0,,0,,0,,,,,,,,
242,"2012 NOVA Catholic Invitational","01/07/12 00:00:00","01/07/12 00:00:00","01/07/12 00:00:00",,"YO",,0,0,0,,,0,0,0,"Freedom Center",0,0,0,0,0,0,0,,0,0,0,,,0,0,0,0,,"01/07/12 00:00:00",,0,,,,,,,0,,,,,,,,,,0,,,,0,0,,,,,,,,,,0,0,0,,0,,0,,,,,,,,
243,"SMAHS Invitational","01/14/12 00:00:00","01/14/12 00:00:00","01/14/12 00:00:00",,"YO",,0,0,0,,,0,0,0,"St. Michael the Archangel High School",0,0,0,0,0,0,0,,0,0,0,,,0,0,0,0,,"01/14/12 00:00:00",,0,,,,,,,0,,,,,,,,,,0,,,,0,0,,,,,,,,,,0,0,0,,0,,0,,,,,,,,
244,"SST @ Woodberry-Jan21, 12","01/21/12 00:00:00","01/21/12 00:00:00","01/21/12 00:00:00",,"YO",,0,0,0,,,2,3,4,"Ruffin Memorial Natatorium",0,0,0,0,0,0,0,,0,0,0,,,0,0,0,0,,"01/21/12 00:00:00",,0,,,,,,,0,,,,,,,,,,0,,,,0,0,,,,,,,,,,0,0,0,,0,,0,,,,,,,,
245,"Delaney Athletic Conference Championships","02/11/12 00:00:00","02/11/12 00:00:00","02/11/12 00:00:00",,"Y",,,,0,,,3,3,4,"St. Michael the Archangel High School",0,,0,0,0,0,0,,0,0,0,,,0,0,0,,,"02/11/12 00:00:00",,0,,,,,,,0,,,,,,,,,,0,,,,0,0,,,,,,,,,,0,0,0,,0,,0,,,,,,,,
248,"2012 VSIS Swimming & Diving Championships","02/17/12 00:00:00","02/18/12 00:00:00","02/17/12 00:00:00",,"YO",,,,0,,,2,3,4,"Freedom Aquatic and Fitness Center",0,,0,0,0,0,0,,0,0,0,,,0,0,0,,,"02/03/12 00:00:00",,0,,,,,,,0,,,,,,,,,,0,,,,0,0,,,,,,,,,,0,0,0,,0,,0,,,,,,,,
249,"2012 Time Trials","11/16/12 00:00:00","11/16/12 00:00:00",,,"Y",,0,0,0,,,,,,"Warrenton Aquatic and Recreation Facility ",0,0,0,0,0,0,0,,0,0,0,,,0,0,0,0,,,,0,,,,,,,0,,,,,,,,,,0,,,,0,0,,,,,,,,,,0,0,0,,0,,0,,,,,,,,
250,"Seton Swim Team, Norfolk Academy @ Collegiate","11/30/12 00:00:00","11/30/12 00:00:00","11/30/12 00:00:00",,"YO",,,,0,,,2,3,4,"GRAP Center",0,,0,0,0,0,0,,0,0,0,,,0,0,0,,,"11/28/12 00:00:00",,0,,,,,,,0,,,,,,,,,,0,,,,0,0,,,,,,,,,,0,0,0,,0,,0,,,,,,,,
251,"2013 National Catholic HS Champs","01/26/13 00:00:00","01/27/13 00:00:00",,,"Y",,0,0,0,,,,,,"Villanova University",0,0,0,0,0,0,0,,0,0,0,,,0,0,0,0,,,,0,,,,,,,0,,,,,,,,,,0,,,,0,0,,,,,,,,,,0,0,0,,0,,0,,,,,,,,
252,"2013 VISAA Swimming & Diving Championships","02/15/13 00:00:00","01/16/13 00:00:00",,,"Y",,0,0,0,,,2,3,4,,0,0,0,0,0,0,0,,0,0,0,,,0,0,0,0,,,,0,,,,,,,0,,,,,,,,,,0,,,,0,0,,,,,,,,,,0,0,0,,0,,0,,,,,,,,
253,"SST Swim Meet 12-08-12","12/08/12 00:00:00","12/08/12 00:00:00","12/08/12 00:00:00",,"YO",,0,0,0,,,0,0,0,"Freedom Center",0,0,0,0,0,0,0,,0,0,0,,,0,0,0,0,,"12/08/12 00:00:00",,0,,,,,,,0,,,,,,,,,,0,,,,0,0,,,,,,,,,,0,0,0,,0,,0,,,,,,,,
254,"SST Swim Meet 15-Dec-2012","12/15/12 00:00:00","12/15/12 00:00:00","12/15/12 00:00:00",,"Y",,0,0,0,,,2,3,4,"Freedom Center",0,0,0,0,0,0,0,,0,0,0,,,0,0,0,0,,"12/13/12 00:00:00",,0,,,,,,,0,,,,,,,,,,0,,,,0,0,,,,,,,,,,0,0,0,,0,,0,,,,,,,,
255,"Christmas Spirit Homecoming Meet 22-Dec-2012","12/22/12 00:00:00","12/22/12 00:00:00","12/22/12 00:00:00",,"YO",,,,0,,,2,3,4,"Freedom Center",0,,0,0,0,0,0,,0,0,0,,,0,0,0,,,"12/20/12 00:00:00",,0,,,,,,,0,,,,,,,,,,0,,,,0,0,,,,,,,,,,0,0,0,,0,,0,,,,,,,,
256,"2013 NOVA_Catholic_Invite","01/05/13 00:00:00","01/05/13 00:00:00","01/05/13 00:00:00",,"YO",,,,0,,,2,3,4,"Freedom Center",0,,0,0,0,0,0,,0,0,0,,,0,0,0,,,"01/02/13 00:00:00",,0,,,,,,,0,,,,,,,,,,0,,,,0,0,,,,,,,,,,0,0,0,,0,,0,,,,,,,,
257,"Woodberry Forest Invitational","01/19/13 00:00:00","01/19/13 00:00:00","01/19/13 00:00:00",,"Y",,0,0,0,,,2,3,4,"Ruffin Memorial Natatorium",0,0,0,0,0,0,0,,0,0,0,,,0,0,0,0,,"01/19/13 00:00:00",,0,,,,,,,0,,,,,,,,,,0,,,,0,0,,,,,,,,,,0,0,0,,0,,0,,,,,,,,
258,"2nd Annual Winter Invitational","01/12/13 00:00:00","01/12/13 00:00:00","08/01/12 00:00:00",,"Y",,,,0,,,2,3,4,"SMAHS",0,,0,0,0,0,0,,0,0,0,,,0,0,0,,,"01/12/13 00:00:00",,0,,,,,,,0,,,,,,,,,,0,,,,0,0,,,,,,,,,,0,0,0,,0,,0,,,,,,,,
261,"2013 VSIS Division II Invitational","02/02/13 00:00:00","02/02/13 00:00:00","02/02/13 00:00:00",,"YO",,,,0,,,2,3,4,"Freedom Center",0,,0,0,0,0,0,,0,0,0,,,0,0,0,,,"02/02/13 00:00:00",,0,,,,,,,0,,,,,,,,,,0,,,,0,0,,,,,,,,,,0,0,0,,0,,0,,,,,,,,
262,"Junior Varsity Invitational","01/26/13 00:00:00","01/26/13 00:00:00","01/26/13 00:00:00",,"YO",,,,0,,,3,3,5,"WARF",0,,0,0,0,0,0,,0,0,0,,,0,0,0,,,"01/26/13 00:00:00",,0,,,,,,,0,,,,,,,,,,0,,,,0,0,,,,,,,,,,0,0,0,,0,,0,,,,,,,,
263,"DAC Championship Meet","02/09/13 00:00:00","02/09/13 00:00:00","02/09/13 00:00:00",,"YO",,,,0,,,2,3,4,"St. Michael's  Pool",0,,0,0,0,0,0,,0,0,0,,,0,0,0,,,"02/06/13 00:00:00",,0,,,,,,,0,,,,,,,,,,0,,,,0,0,,,,,,,,,,0,0,0,,0,,0,,,,,,,,
264,"2013 Time Trials","11/15/13 00:00:00","11/15/13 00:00:00",,,"Y",,0,0,0,,,,,,"Warrenton Aquatic and Recreation Facility",0,0,0,0,0,0,0,,0,0,0,,,0,0,0,0,,,,0,,,,,,,0,,,,,,,,,,0,,,,0,0,,,,,,,,,,0,0,0,,0,,0,,,,,,,,
265,"SST @ St. Catherine's-Dec 7, 13","12/07/13 00:00:00","12/07/13 00:00:00","12/07/13 00:00:00",,"Y",,0,0,0,,,2,0,4,"The Kenny Center at St. Catherine's School",0,0,0,0,0,0,0,,0,0,0,,,0,0,0,0,,"12/07/13 00:00:00",,0,,,,,,,0,,,,,,,,,,0,,,,0,0,,,,,,,,,,0,0,0,,0,,0,,,,,,,,
266,"2014 VISAA Swimming & Diving Championships","02/14/14 00:00:00","02/15/14 00:00:00",,"11/30/13 00:00:00","Y",,0,0,0,,,,,,"Freedom Aquatic and Fitness Center",0,0,0,0,0,0,0,,0,0,0,,,0,0,0,0,,,,0,,,,,,,0,,,,,,,,,,0,,,,0,0,,,,,,,,,,0,0,0,,0,,0,,,,,,,,
267,"SST Swim Meet 14-Dec-2013","12/14/13 00:00:00","12/14/13 00:00:00","12/14/13 00:00:00",,"YO",,,,0,,,2,3,4,"Central Park",0,,0,0,0,0,0,,0,0,0,,,0,0,0,,,"12/14/13 00:00:00",,0,,,,,,,0,,,,,,,,,,0,,,,0,0,,,,,,,,,,0,0,0,,0,,0,,,,,,,,
268,"Christmas Spirit Homecoming Meet 21-Dec-2012","12/21/12 00:00:00","12/21/12 00:00:00","12/21/12 00:00:00",,"YO",,,,0,,,2,3,4,"Freedom Center",0,,0,0,0,0,0,,0,0,0,,,0,0,0,,,"12/20/12 00:00:00",,0,,,,,,,0,,,,,,,,,,0,,,,0,0,,,,,,,,,,0,0,0,,0,,0,,,,,,,,
271,"SST Homecoming Swim Meet 21-Dec-2013","12/21/13 00:00:00","12/21/13 00:00:00","12/21/13 00:00:00",,"YO",,,,0,,,2,3,4,"Central Park Aquatic Center",0,,0,0,0,0,0,,0,0,0,,,0,0,0,,,"12/20/13 00:00:00",,0,,,,,,,0,,,,,,,,,,0,,,,0,0,,,,,,,,,,0,0,0,,0,,0,,,,,,,,
272,"SMAHS Jan. 4, 2014 San Gennaro winter Invite","01/04/14 00:00:00","01/04/14 00:00:00","08/27/13 00:00:00",,"YO",,,,0,,,3,3,4,"St. Michael the Archangel High School",0,,0,0,0,0,0,,0,0,0,,,0,0,0,,,"01/04/14 00:00:00",,0,,,,,,,0,,,,,,,,,,0,,,,0,0,,,,,,,,,,0,0,0,,0,,0,,,,,,,,
273,"2014 NoVa Catholic Invitational Championship","01/11/14 00:00:00","01/11/14 00:00:00","01/11/14 00:00:00",,"Y",,,,0,,,2,3,4,"Freedom Aquatic and Fitness Center",0,,0,0,0,0,0,,0,0,0,,,0,0,0,,,"01/11/14 00:00:00",,0,,,,,,,0,,,,,,,,,,0,,,,0,0,,,,,,,,,,0,0,0,,0,,0,,,,,,,,
274,"Seton Invitational - January 18, 2014","01/18/14 00:00:00","01/18/14 00:00:00","01/18/14 00:00:00",,"YO",,,,0,,,2,3,4,"Central Park Aquatic Center",0,,0,0,0,0,0,,0,0,0,,,0,0,0,,,"01/15/14 00:00:00",,0,,,,,,,0,,,,,,,,,,0,,,,0,0,,,,,,,,,,0,0,0,,0,,0,,,,,,,,
275,"2014 Junior Varsity Invitational","01/25/14 00:00:00","01/25/14 00:00:00","01/25/14 00:00:00",,"YO",,0,0,0,,,3,3,5,"Warrenton Aquatic and Recreation Facility",0,0,0,0,0,0,0,,0,0,0,,,0,0,0,0,,"01/20/14 00:00:00",,0,,,,,,,0,,,,,,,,,,0,,,,0,0,,,,,,,,,,0,0,0,,0,,0,,,,,,,,
